contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18,W3,W64,Y14,Y17,Y18,Y25,Y41,Y52,Y70,Y7
k141_596715,882,ADY76802.1,ADY76802.1 PP287 [Orf virus],85.7,42,2.79E-14,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,8,0,99,0,0,0,0,0
k141_597118,616,ADY76802.1,ADY76802.1 PP287 [Orf virus],71.7,46,3.11E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,18,0,0,0,110,52,0,0,0,0,0
k141_597194,434,ADY76802.1,ADY76802.1 PP287 [Orf virus],75.6,41,1.25E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,34,0,0,0,0,0
k141_604825,531,ADY76686.1,ADY76686.1 PP1 [Orf virus],73.6,72,3.74E-27,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,5,0,0,6,0,49,0,0,0,0,0
k141_61681,2377,ADY76686.1,ADY76686.1 PP1 [Orf virus],71.1,97,2.50E-36,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,62,0,0,55,361,483,22,54,0,0,0
k141_7353,302,QLI57638.1,QLI57638.1 serine/threonine protein kinase [Orf virus],100,100,2.88E-60,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,10,0,0,0
k141_87162,716,ADY76686.1,ADY76686.1 PP1 [Orf virus],48.9,94,3.39E-13,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,42,52,0,12,0,0,0
k141_96612,2604,ADY76802.1,ADY76802.1 PP287 [Orf virus],68.4,76,1.57E-23,Viruses,Orf virus,10258,Orf virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Orf virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,92,0,0,8,143,357,0,9,0,258,0
k141_4551,1707,DBA06936.1,DBA06936.1 TPA_asm: movement protein [Osteospermum ophiovirus],34.6,448,4.43E-64,Viruses,Osteospermum ophiovirus,2983952,Osteospermum ophiovirus,root|Viruses|Riboviria|Orthornavirae|Negarnaviricota|Haploviricotina|Milneviricetes|Serpentovirales|Aspiviridae|Ophiovirus|unclassified Ophiovirus|Osteospermum ophiovirus,no rank|superkingdom|clade|kingdom|phylum|subphylum|class|order|family|genus|no rank|species,900,51439,0,0,0,96,0,12,0,31731,46726
k141_392684,304,AMP18969.1,AMP18969.1 RNA-dependent RNA polymerase [Otarine picobirnavirus],77.1,83,2.99E-36,Viruses,Otarine picobirnavirus,1187973,Otarine picobirnavirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Picobirnaviridae|Picobirnavirus|unclassified Picobirnavirus|Otarine picobirnavirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,472,0
k141_189476,570,QDH49019.1,QDH49019.1 baseplate wedge subunit [Pantoea phage Phynn],53.5,155,1.81E-44,Viruses,Pantoea phage Phynn,2589666,Pantoea phage Phynn,root|Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Straboviridae|unclassified Straboviridae|Pantoea phage Phynn,no rank|superkingdom|clade|kingdom|phylum|class|family|no rank|species,0,0,0,0,0,0,0,12,0,0,0
k141_607589,314,AOX15244.1,"AOX15244.1 polyprotein, partial [Paroligolophus agrestis posalike virus 1]",44.4,99,2.41E-15,Viruses,Paroligolophus agrestis posalike virus 1,1911098,Paroligolophus agrestis posalike virus 1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Paroligolophus agrestis posalike virus 1,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0,0,0,0,0,0,0,8,0,774,0
k141_11708,646,USE08346.1,"USE08346.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",34.9,166,1.80E-25,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,605,0,0,46,0,0,33,0,0,0
k141_120082,463,UDL14369.1,"UDL14369.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",78.6,154,6.18E-87,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,22,0,0,0,0,0,0,20,0,0,579
k141_171298,463,USE08462.1,"USE08462.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",76.8,151,2.15E-76,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,5,0,0,0,0,0,0,0,0,0,525
k141_200386,1706,USE08400.1,"USE08400.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",29.4,405,1.86E-41,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,249,0,0,0,0,0,0,0
k141_203072,343,UDL14407.1,UDL14407.1 MAG: putative RNA-dependent RNA polymerase [Partitiviridae sp.],86.7,113,4.12E-63,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,18,0,0,0,0,0,0,0
k141_208515,859,UDL14367.1,"UDL14367.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",65.7,230,6.21E-101,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,68,0,0,0,0,4,0,104,0,0,810
k141_221426,2077,USE08403.1,"USE08403.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",35.1,368,1.58E-60,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,24,0,0,2077,0,174,0,0,80,218,0
k141_243862,811,UDL14390.1,UDL14390.1 MAG: putative RNA-dependent RNA polymerase [Partitiviridae sp.],42.9,212,5.87E-47,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,482,0,0,0,0,0,0,0,0,0,0
k141_254143,531,USE08318.1,"USE08318.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",50.9,112,2.86E-29,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,12,0,0,0,8,300,320,0
k141_281629,407,USE08478.1,"USE08478.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",52,127,6.99E-38,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,8,66,2,0,0,0,0,0
k141_347351,313,USE08329.1,"USE08329.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",44.6,92,2.22E-13,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,452,0,0,0,0,0,0,0,0,0
k141_364944,709,QXV86349.1,QXV86349.1 RNA-dependent RNA polymerase [Partitiviridae sp.],79.6,235,3.16E-132,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,39,0,0,0,0,28,0,0,0,244,0
k141_464932,552,UDL14407.1,UDL14407.1 MAG: putative RNA-dependent RNA polymerase [Partitiviridae sp.],90.2,183,5.34E-119,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,29,0,0,0,0,0,0,0
k141_470752,1257,USE08332.1,"USE08332.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",49.3,359,1.10E-120,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,20,0,0,82,48,10,10,10,0,546,0
k141_479831,342,USE08310.1,"USE08310.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",44.6,112,1.90E-21,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,16,0,0,0,0,0,0,0
k141_496732,1253,USE08381.1,"USE08381.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",28.8,365,6.03E-42,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,14,978,0,1,0,10,0,0,0,2893,0
k141_501952,1260,QDH88134.1,QDH88134.1 MAG: RNA-dependent RNA polymerase [Partitiviridae sp.],31.9,298,8.88E-29,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,152,0,34,36,6,0,18,0,438,564
k141_506564,504,USE08378.1,"USE08378.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",43.9,123,1.10E-20,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,542,0,0,0,0,0,20,258,152,0
k141_521576,360,QDH86784.1,QDH86784.1 MAG: RNA-dependent RNA polymerase [Partitiviridae sp.],39,118,1.87E-17,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,256,0,6,46,0,0,0,0,260,96
k141_53629,387,UDL14369.1,"UDL14369.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",55,129,1.75E-37,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,28,0,0,0,0,0,0,28,0,0,0
k141_601769,541,USE08467.1,"USE08467.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]",45.3,179,5.99E-42,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,304,0,0,0,0,0,50,0,0,50
k141_76119,340,QDH86784.1,QDH86784.1 MAG: RNA-dependent RNA polymerase [Partitiviridae sp.],34.9,106,8.45E-11,Viruses,Partitiviridae sp.,1955170,Partitiviridae sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0,0,0,0,0,0,212,342
k141_428780,1902,USN25208.1,"USN25208.1 MAG: putative RNA dependent RNA polymerase, partial [Partitiviridae sp. gcode 6]",55.7,438,6.06E-163,Viruses,Partitiviridae sp. gcode 6,2954843,Partitiviridae sp. gcode 6,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae|unclassified Partitiviridae|Partitiviridae sp. gcode 6,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,3345,0,16,0,0,0,0,0
k141_488657,1661,QRW41670.1,"QRW41670.1 MAG: RNA-dependent RNA polymerase, partial [Patulas virus]",97.8,417,2.37e-310,Viruses,Patulas virus,2800936,Patulas virus,root|Viruses|Riboviria|unclassified Riboviria|Patulas virus,no rank|superkingdom|clade|no rank|species,0,0,0,187,0,27,0,4,0,0,1198
k141_321718,1205,DAZ92373.1,DAZ92373.1 TPA_asm: P1 protein [Pecan associated jivivirus 1],66,376,1.93E-169,Viruses,Pecan associated jivivirus 1,2979118,Pecan associated jivivirus 1,root|Viruses|Riboviria|unclassified Riboviria|Pecan associated jivivirus 1,no rank|superkingdom|clade|no rank|species,16,130,0,0,156,4,10,2,0,1028,365
k141_191958,334,DAZ92384.1,DAZ92384.1 TPA_asm: P9 protein [Pecan associated jivivirus 2],71.4,63,1.02E-20,Viruses,Pecan associated jivivirus 2,2979119,Pecan associated jivivirus 2,root|Viruses|Riboviria|unclassified Riboviria|Pecan associated jivivirus 2,no rank|superkingdom|clade|no rank|species,18,0,0,0,74,0,0,6,0,0,94
k141_325110,516,DAZ92384.1,DAZ92384.1 TPA_asm: P9 protein [Pecan associated jivivirus 2],66.4,152,2.89E-60,Viruses,Pecan associated jivivirus 2,2979119,Pecan associated jivivirus 2,root|Viruses|Riboviria|unclassified Riboviria|Pecan associated jivivirus 2,no rank|superkingdom|clade|no rank|species,28,0,0,0,132,8,0,0,0,182,0
k141_519690,1098,YP_010840287.1,YP_010840287.1 Nucleocapsid [Penicillium discovirus],55.1,265,3.08E-85,Viruses,Penicillium discovirus,2185132,Penicillium discovirus,root|Viruses|Riboviria|Orthornavirae|Negarnaviricota|Polyploviricotina|Ellioviricetes|Bunyavirales|Discoviridae|Orthodiscovirus|Orthodiscovirus missouriense|Penicillium discovirus,no rank|superkingdom|clade|kingdom|phylum|subphylum|class|order|family|genus|species|no rank,0,0,13557,8,50,0,10,0,0,1252,0
k141_148426,1736,BDF97667.1,BDF97667.1 RNA-dependent RNA polymerase [Penicillium vanoranjei associated RNA virus 1],76.1,443,1.09E-237,Viruses,Penicillium vanoranjei associated RNA virus 1,2918179,Penicillium vanoranjei associated RNA virus 1,root|Viruses|Riboviria|unclassified Riboviria|Penicillium vanoranjei associated RNA virus 1,no rank|superkingdom|clade|no rank|species,0,0,0,0,0,0,0,0,0,0,12372
k141_319323,560,BDF97667.1,BDF97667.1 RNA-dependent RNA polymerase [Penicillium vanoranjei associated RNA virus 1],65,163,1.44E-65,Viruses,Penicillium vanoranjei associated RNA virus 1,2918179,Penicillium vanoranjei associated RNA virus 1,root|Viruses|Riboviria|unclassified Riboviria|Penicillium vanoranjei associated RNA virus 1,no rank|superkingdom|clade|no rank|species,108,0,0,0,0,0,0,0,0,0,0
k141_356547,444,BDF97667.1,BDF97667.1 RNA-dependent RNA polymerase [Penicillium vanoranjei associated RNA virus 1],71.4,147,6.84E-62,Viruses,Penicillium vanoranjei associated RNA virus 1,2918179,Penicillium vanoranjei associated RNA virus 1,root|Viruses|Riboviria|unclassified Riboviria|Penicillium vanoranjei associated RNA virus 1,no rank|superkingdom|clade|no rank|species,0,0,0,0,0,0,0,44,0,0,0
k141_56334,417,QTH80200.1,QTH80200.1 MAG: RNA-dependent RNA polymerase [Pestalotiopsis deltaflexivirus 1],63,135,4.57E-48,Viruses,Pestalotiopsis deltaflexivirus 1,2816841,Pestalotiopsis deltaflexivirus 1,root|Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Alsuviricetes|Tymovirales|Deltaflexiviridae|unclassified Deltaflexiviridae|Pestalotiopsis deltaflexivirus 1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0,0,0,0,0,0,1428,0
k141_171583,516,QED42904.1,QED42904.1 putative RdRp [Phakopsora narnavirus C],70.4,169,1.19E-68,Viruses,Phakopsora narnavirus C,2592756,Phakopsora narnavirus C,root|Viruses|Riboviria|Orthornavirae|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|unclassified Narnaviridae|Phakopsora narnavirus C,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,14,0,0,0,6,0,0,384
k141_477358,388,QED42904.1,QED42904.1 putative RdRp [Phakopsora narnavirus C],81.3,128,6.24E-61,Viruses,Phakopsora narnavirus C,2592756,Phakopsora narnavirus C,root|Viruses|Riboviria|Orthornavirae|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|unclassified Narnaviridae|Phakopsora narnavirus C,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,8,0,4,0,0,0,0,442
k141_52785,308,ALO81039.1,ALO81039.1 coat protein [Phakopsora pachyrhizi mycovirus],38.7,93,2.77E-12,Viruses,Phakopsora pachyrhizi mycovirus,1750576,Phakopsora pachyrhizi mycovirus,root|Viruses|unclassified viruses|Phakopsora pachyrhizi mycovirus,no rank|superkingdom|no rank|species,0,0,0,14,0,0,0,0,0,0,86
k141_65323,347,QED42972.1,QED42972.1 putative RdRp [Phakopsora totivirus B],60.4,111,7.80E-37,Viruses,Phakopsora totivirus B,2592697,Phakopsora totivirus B,root|Viruses|Riboviria|Orthornavirae|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae|unclassified Totiviridae|Phakopsora totivirus B,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,6,0,0,0,12,0,0,0
k141_191663,389,QED42935.1,QED42935.1 putative RdRp [Phakopsora totivirus E],69.8,129,7.34E-53,Viruses,Phakopsora totivirus E,2592700,Phakopsora totivirus E,root|Viruses|Riboviria|Orthornavirae|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae|unclassified Totiviridae|Phakopsora totivirus E,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0,0,0,0,4,0,0,204
k141_226678,373,QED42895.1,QED42895.1 putative methyltransferase [Phakopsora virus B],59.2,120,2.91E-39,Viruses,Phakopsora virus B,2592798,Phakopsora virus B,root|Viruses|unclassified viruses|Phakopsora virus B,no rank|superkingdom|no rank|species,0,0,0,0,0,0,0,0,0,0,593
k141_336575,331,YP_009345044.1,YP_009345044.1 RNA-dependent RNA polymerase [Phomopsis longicolla RNA virus 1],75.2,109,1.03E-42,Viruses,Phomopsis longicolla RNA virus 1,1779340,Phomopsis longicolla RNA virus 1,root|Viruses|Riboviria|Orthornavirae|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Penoulivirus|Phomosis penoulivirus|Phomopsis longicolla RNA virus 1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species|no rank,0,0,0,0,0,0,0,0,0,467,0
k141_108580,341,QUA12642.1,"QUA12642.1 polyprotein, partial [Phytophthora cactorum alphaendornavirus 3]",44.8,105,4.40E-12,Viruses,Phytophthora cactorum alphaendornavirus 3,2829282,Phytophthora cactorum alphaendornavirus 3,root|Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Alsuviricetes|Martellivirales|Endornaviridae|Alphaendornavirus|unclassified Alphaendornavirus|Phytophthora cactorum alphaendornavirus 3,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,1072,460
k141_284694,305,QUA12642.1,"QUA12642.1 polyprotein, partial [Phytophthora cactorum alphaendornavirus 3]",53.5,101,4.98E-29,Viruses,Phytophthora cactorum alphaendornavirus 3,2829282,Phytophthora cactorum alphaendornavirus 3,root|Viruses|Riboviria|Orthornavirae|Kitrinoviricota|Alsuviricetes|Martellivirales|Endornaviridae|Alphaendornavirus|unclassified Alphaendornavirus|Phytophthora cactorum alphaendornavirus 3,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,218,102
k141_441956,319,ALA11428.1,"ALA11428.1 RNA-dependent RNA polymerase, partial [Picobirnavirus PREDICT_PbV-72]",65.4,107,1.48E-42,Viruses,Picobirnavirus PREDICT_PbV-72,1690775,Picobirnavirus PREDICT_PbV-72,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Picobirnaviridae|unclassified Picobirnaviridae|Picobirnavirus PREDICT_PbV-72,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0,64,2,0,8,0,0,0
k141_103473,362,UJT31864.1,"UJT31864.1 RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]",75,104,8.82E-52,Viruses,Picobirnavirus sp.,1907787,Picobirnavirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Picobirnaviridae|Picobirnavirus|unclassified Picobirnavirus|Picobirnavirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,6,0,6,148,0,124
k141_110069,357,WJZ70532.1,"WJZ70532.1 MAG: capsid protein, partial [Picobirnavirus sp.]",48.2,114,9.82E-27,Viruses,Picobirnavirus sp.,1907787,Picobirnavirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Picobirnaviridae|Picobirnavirus|unclassified Picobirnavirus|Picobirnavirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,4,0,433,0
k141_111169,415,UDL14450.1,UDL14450.1 MAG: putative capsid protein [Picobirnavirus sp.],49.2,118,2.92E-20,Viruses,Picobirnavirus sp.,1907787,Picobirnavirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Picobirnaviridae|Picobirnavirus|unclassified Picobirnavirus|Picobirnavirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,1340,0
k141_135639,357,UVJ88923.1,UVJ88923.1 hypothetical protein [Picobirnavirus sp.],84.3,108,5.76E-27,Viruses,Picobirnavirus sp.,1907787,Picobirnavirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Picobirnaviridae|Picobirnavirus|unclassified Picobirnavirus|Picobirnavirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,256,0,0,0,0,0,10,120,214,316
k141_146956,1289,WFG79301.1,"WFG79301.1 MAG: RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]",49.4,433,3.30E-136,Viruses,Picobirnavirus sp.,1907787,Picobirnavirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Picobirnaviridae|Picobirnavirus|unclassified Picobirnavirus|Picobirnavirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,217,0,92,0,19,0,0,0,0,0
k141_149274,311,WJZ70539.1,"WJZ70539.1 MAG: capsid protein, partial [Picobirnavirus sp.]",45.6,103,6.35E-21,Viruses,Picobirnavirus sp.,1907787,Picobirnavirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Duplopiviricetes|Durnavirales|Picobirnaviridae|Picobirnavirus|unclassified Picobirnavirus|Picobirnavirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,0,0,628,0
